200
200
James Mary John Patricia Robert Jennifer Michael Elizabeth William Linda David Barbara Richard Susan Joseph Margaret Charles Jessica Thomas Sarah Chris Dorothy Daniel Karen Matthew Nancy Donald Betty Anthony Lisa Mark Sandra Paul Ashley Steven Kimberly George Donna Kenneth Helen Andrew Carol Edward Michelle Joshua Emily Brian Amanda Kevin Melissa Ronald Deborah Timothy Laura Jason Stephanie Jeffrey Rebecca Ryan Sharon Gary Cynthia Nicholas Kathleen Eric Anna Jacob Shirley Stephen Ruth Jonathan Amy Larry Angela Frank Brenda Scott Virginia Justin Pamela Brandon Catherine Raymond Katherine Gregory Nicole Samuel Christine Benjamin Samantha Patrick Janet Jack Debra Dennis Carolyn Alexander Rachel Jerry Heather Tyler Maria Henry Diane Douglas Julie Aaron Joyce Peter Emma Jose Frances Walter Evelyn Adam Joan Zachary Martha Nathan Christina Harold Kelly Kyle Lauren Carl Victoria Arthur Judith Gerald Alice Roger Ann Keith Cheryl Lawrence Jean Jeremy Doris Terry Megan Albert Marie Joe Andrea Sean Kathryn Willie Jackie Christian Gloria Jesse Teresa Austin Sara Billy Janice Bruce Hannah Ralph Julia Bryan Rose Ethan Theresa Roy Grace Eugene Judy Jordan Beverly Louis Olivia Wayne Denise Alan Marilyn Harry Amber Russell Danielle Juan Brittany Dylan Diana Randy Mildred Philip Jane Vincent Madison Noah Lori Bobby Tiffany Howard Kathy Gabriel Tammy Johnny Kayla
89 70 65 95 82 70 45 78 46 47 75 48 99 83 43 86 60 41 41 63 51 43 40 66 61 83 55 83 82 48 40 84 74 73 72 86 53 44 83 44 76 99 93 62 90 80 48 58 41 77 75 66 98 74 74 47 44 51 89 55 93 92 99 74 64 85 86 87 97 54 59 58 90 53 65 51 64 72 57 75 52 56 47 87 81 40 55 72 84 40 75 87 42 60 42 65 63 54 42 51 84 43 90 83 46 44 42 61 96 91 56 90 73 98 47 67 67 81 82 70 45 83 70 78 45 92 65 78 59 72 92 85 94 91 95 78 59 92 83 82 72 49 87 48 40 42 95 53 75 57 80 87 58 69 92 53 88 65 53 82 45 49 44 66 84 99 84 48 86 77 69 87 41 99 67 79 93 61 73 40 55 50 40 79 56 66 43 41 96 95 66 74 58 42 78 86 82 78 56 44 
52 77 94 40 53 57 71 41 52 44 53 58 45 43 51 52 66 60 49 88 82 48 40 56 92 94 82 94 80 43 49 43 65 59 50 53 45 51 66 99 42 83 42 89 55 58 83 90 54 80 97 98 97 86 70 86 53 74 59 66 65 51 58 79 77 86 73 64 63 73 91 53 57 49 73 89 71 72 99 88 78 52 62 99 67 86 67 87 95 81 67 72 50 56 84 59 40 53 89 75 48 47 74 62 42 67 72 98 52 71 96 44 60 82 69 95 85 94 70 54 54 88 83 41 50 80 57 42 87 51 48 94 85 49 96 65 78 53 68 92 55 76 59 74 47 42 53 62 49 84 71 96 93 85 50 66 64 59 42 82 66 41 84 96 40 95 58 84 78 67 54 97 73 90 68 52 89 46 66 78 96 78 42 52 88 93 83 73 44 68 54 64 52 87 55 99 53 75 46 57 
46 72 44 63 93 70 71 73 54 74 71 42 45 85 58 83 98 62 78 69 81 68 83 43 61 81 77 55 62 98 47 67 98 59 45 61 90 87 47 76 83 92 71 43 68 97 59 74 65 70 93 48 61 42 73 70 61 72 55 68 46 77 42 54 79 85 90 79 73 75 68 42 44 67 55 53 64 99 64 85 75 74 48 81 90 90 58 79 91 82 44 72 99 99 84 44 56 66 67 70 56 92 89 49 66 80 41 60 65 87 55 64 54 60 85 82 46 49 61 95 67 43 84 72 93 88 42 45 72 73 55 95 55 57 43 52 97 80 47 85 81 93 63 57 91 75 79 94 62 56 85 91 86 70 90 92 41 78 60 51 98 84 83 60 93 51 40 85 42 98 69 87 68 43 67 94 88 51 72 62 90 73 49 93 49 86 74 59 76 64 94 74 50 89 95 56 53 69 66 95 
87 74 96 47 49 66 75 92 72 75 43 61 60 43 70 44 81 80 73 41 41 99 59 96 47 93 93 85 46 68 56 89 77 62 90 70 41 41 63 58 53 68 40 51 87 60 54 67 90 74 59 76 45 44 92 49 63 81 91 66 50 78 92 63 87 74 71 48 85 79 92 97 92 93 53 71 96 45 98 88 60 58 85 87 41 90 75 65 97 72 49 52 79 67 40 54 84 73 74 91 62 41 79 45 64 83 79 91 68 89 64 98 53 46 87 45 64 63 85 79 57 45 82 64 96 48 55 56 81 76 56 61 87 70 81 56 95 93 42 46 82 73 40 65 56 43 98 64 78 75 96 96 43 61 58 66 70 94 96 78 54 86 94 78 65 44 52 73 97 66 58 93 94 83 89 47 63 73 76 63 64 95 99 55 74 76 58 66 69 89 55 54 42 70 76 87 86 47 66 96 
43 70 63 40 62 81 44 93 86 78 43 73 84 50 76 43 75 61 76 97 96 75 99 94 58 57 95 46 41 92 77 58 59 89 86 56 93 96 72 44 58 80 41 81 87 65 65 93 48 67 79 56 51 90 82 84 53 72 67 41 43 68 62 56 67 83 89 80 89 60 46 95 88 67 46 85 80 97 79 96 84 43 41 99 47 54 59 97 95 41 48 80 62 48 80 48 76 76 48 42 47 56 43 63 62 96 57 49 93 44 50 97 42 46 62 89 81 40 47 65 53 98 64 50 51 46 57 54 73 47 53 73 66 93 55 99 87 92 92 84 54 48 75 99 52 80 87 71 54 76 93 78 41 42 60 52 78 82 52 57 43 81 44 63 62 44 72 72 61 60 42 44 68 62 46 74 61 97 73 60 63 64 95 68 94 55 49 50 72 66 74 73 69 58 46 87 51 90 85 54 
69 74 59 80 73 43 93 51 83 51 63 77 46 79 83 47 81 41 87 89 82 69 66 90 87 54 58 65 61 87 44 91 40 93 50 66 46 80 84 77 66 68 52 72 87 65 90 61 52 81 84 86 62 83 55 94 49 90 61 51 60 98 80 68 76 98 95 60 71 88 48 84 56 52 86 68 99 56 79 94 89 96 99 86 58 88 58 78 48 67 88 82 64 76 84 58 92 56 43 86 59 71 50 58 66 79 65 56 69 53 40 80 47 77 98 71 76 81 85 77 55 40 98 65 91 76 55 69 93 83 69 43 97 42 41 45 60 94 56 93 78 52 81 91 92 72 58 61 67 83 74 96 57 84 68 83 83 72 88 86 96 53 84 79 65 82 79 55 64 68 71 77 45 99 60 89 58 93 80 96 43 77 58 85 59 76 77 71 72 62 54 98 57 49 80 85 83 69 53 44 
73 43 60 81 93 78 47 97 84 77 41 87 84 85 57 62 74 45 72 97 45 76 70 64 98 70 70 51 70 82 78 50 79 44 77 67 42 72 77 46 89 62 72 98 77 81 53 94 52 79 57 70 77 83 68 45 48 96 77 42 59 55 47 59 99 74 65 43 56 44 75 99 96 74 62 96 54 47 94 70 98 45 78 68 68 96 82 72 58 78 52 41 74 76 85 74 95 45 62 61 46 46 63 82 74 81 72 44 69 60 80 94 69 71 40 65 65 81 64 44 84 82 48 40 69 71 69 99 47 78 77 78 47 45 62 83 52 50 93 72 44 89 94 79 41 91 96 79 44 66 96 45 46 95 92 77 50 73 46 45 65 79 64 92 97 96 59 96 40 96 44 98 69 49 43 98 44 72 50 56 94 89 81 62 88 55 71 71 83 99 69 50 48 78 89 83 89 60 79 87 
77 76 99 47 87 58 85 92 95 43 51 92 76 48 69 54 60 57 42 54 42 95 77 89 61 91 69 62 51 50 80 51 49 82 52 40 48 70 68 73 57 41 68 66 71 93 56 55 78 65 75 72 51 67 74 99 53 52 98 82 74 67 50 76 66 71 58 90 93 50 96 63 61 46 95 85 66 56 99 87 76 79 99 98 95 51 98 74 64 93 69 85 47 88 43 88 52 88 51 63 94 81 41 72 44 69 49 93 77 72 70 53 70 54 58 61 93 57 75 62 40 95 89 72 43 53 66 50 82 43 76 63 64 94 86 89 50 53 44 40 64 71 65 99 57 99 68 54 96 95 83 84 65 59 95 66 71 95 52 52 45 63 53 72 80 71 45 98 54 88 52 88 66 93 51 41 97 55 52 51 75 72 66 91 80 94 55 43 88 65 96 40 93 90 74 50 47 49 75 52 
92 62 86 69 68 53 45 77 40 81 85 50 72 67 93 45 45 94 61 65 45 54 75 89 98 85 46 72 89 74 41 68 47 83 58 90 79 62 88 55 67 69 96 80 64 54 60 78 73 42 85 52 83 56 43 44 95 64 69 94 47 95 65 96 67 55 57 47 43 85 96 74 72 70 80 88 53 85 90 75 84 69 59 41 57 62 50 93 44 55 49 60 45 74 92 59 49 61 73 47 72 78 40 91 66 46 72 71 76 98 80 48 62 45 82 83 50 64 46 59 74 86 40 65 93 71 70 96 63 89 70 47 69 94 73 71 43 84 56 40 74 40 77 54 46 42 77 79 45 58 67 84 82 48 65 75 45 52 79 70 85 53 66 98 92 76 82 69 90 73 86 45 89 66 93 91 51 48 44 93 98 57 77 81 63 77 88 51 44 94 67 72 76 42 46 73 91 82 89 55 
45 99 76 97 53 55 80 43 56 64 58 88 52 72 84 57 88 40 88 57 74 43 69 59 81 85 88 69 82 60 44 85 88 81 63 64 54 81 42 85 97 97 77 98 76 93 97 92 53 52 96 71 70 99 85 61 68 48 95 56 93 88 40 79 99 65 73 73 85 72 60 60 80 87 82 90 78 75 65 58 48 76 94 72 54 46 50 57 57 59 72 85 83 70 56 53 93 44 86 58 50 51 55 76 58 72 81 98 94 70 50 49 45 73 95 54 61 74 69 62 51 74 49 47 42 59 68 83 55 40 57 93 86 64 93 45 43 48 68 84 88 80 41 93 92 97 84 73 47 53 95 43 67 93 41 86 47 41 83 71 88 80 82 68 62 65 64 78 57 98 47 41 97 84 74 53 73 40 59 82 96 51 79 69 56 80 73 80 51 41 77 45 75 68 57 76 69 97 92 77 
77 50 42 54 65 59 88 74 51 40 71 42 68 61 94 99 51 56 63 91 48 62 66 62 80 58 48 94 85 47 95 75 80 93 58 83 40 97 66 80 56 98 86 93 84 53 87 58 81 72 77 89 97 76 75 65 64 94 80 61 87 71 84 87 70 94 43 51 56 83 48 43 53 63 78 99 73 48 46 56 81 58 91 99 93 59 91 46 54 59 99 89 69 45 82 69 67 71 83 64 46 61 84 62 73 59 86 68 91 40 49 69 61 89 62 97 62 77 79 43 85 51 78 77 66 67 97 85 60 61 95 53 64 79 65 50 59 50 53 44 92 81 94 79 73 73 41 84 68 47 71 73 40 41 67 44 55 50 63 97 42 50 86 46 72 77 66 90 51 95 71 71 54 82 49 61 45 48 56 78 87 77 68 80 41 97 83 50 58 96 44 49 96 86 93 51 91 54 73 50 
44 68 57 93 75 93 70 66 60 45 58 68 73 48 93 90 46 46 43 76 55 41 89 84 96 55 86 41 70 95 40 81 42 69 81 89 62 65 91 43 62 99 43 88 69 50 48 95 70 40 93 76 70 84 98 77 76 91 74 61 71 86 55 77 75 81 43 65 83 61 92 84 80 56 64 45 93 94 55 92 93 77 89 46 57 87 83 86 99 63 70 75 89 78 49 49 99 47 70 69 46 65 53 59 83 74 90 40 48 42 52 62 84 82 79 80 50 95 50 42 83 94 81 73 82 93 42 55 62 81 42 93 65 70 97 93 86 78 41 77 96 82 49 49 54 54 80 69 92 48 44 95 49 80 84 62 80 48 60 82 49 46 41 59 99 56 47 53 53 90 45 44 60 57 62 62 41 82 81 68 70 72 65 77 56 76 41 84 75 68 43 51 83 42 65 59 50 51 57 57 
70 96 58 93 72 68 92 59 64 59 83 99 58 79 99 56 91 80 68 52 49 73 47 97 90 83 51 71 60 77 95 96 41 47 94 58 95 73 67 88 51 49 77 93 74 73 88 98 44 95 40 94 43 86 47 88 59 79 62 80 74 73 56 74 82 66 60 64 57 93 49 72 76 86 50 96 62 72 47 67 53 95 75 90 98 65 89 46 49 48 57 69 73 95 76 68 87 68 98 85 49 93 64 63 45 78 62 57 44 53 85 84 72 98 57 91 97 91 40 67 52 60 56 62 66 72 48 62 62 71 55 41 80 85 96 73 53 84 86 89 61 60 94 40 69 53 59 89 79 47 61 74 99 63 52 80 77 58 96 70 70 77 93 40 54 43 98 90 52 52 52 82 58 41 60 61 69 94 64 82 52 96 98 97 41 52 96 88 41 42 62 66 67 94 49 93 52 75 93 54 
83 53 91 90 52 61 54 95 44 97 93 47 59 62 54 83 61 51 58 53 85 62 57 98 60 81 58 64 97 79 81 77 81 63 54 51 75 78 43 89 89 69 55 78 92 95 65 57 61 65 45 85 41 82 51 59 52 81 78 79 67 46 42 65 82 72 93 93 51 80 77 50 89 46 58 45 75 59 62 67 80 95 57 61 47 89 65 83 40 68 74 94 69 43 40 96 72 88 46 62 53 71 73 58 95 75 92 58 90 83 88 84 87 40 68 57 66 56 59 45 94 81 73 77 52 99 60 76 77 47 93 93 81 99 86 66 72 70 65 78 99 65 81 51 99 91 59 85 43 47 92 99 78 91 49 49 52 75 47 59 90 60 85 47 85 93 78 58 59 61 79 75 96 82 98 66 41 92 44 56 70 73 83 97 50 67 50 60 59 98 53 96 78 66 48 65 44 88 78 91 
66 61 89 70 89 72 89 88 86 80 73 54 95 89 69 76 60 63 62 92 79 75 99 94 98 93 81 68 88 65 59 60 41 99 42 65 94 66 65 67 99 60 90 64 77 92 60 77 90 77 59 45 75 68 98 93 61 75 54 90 61 42 52 82 89 72 81 74 61 93 54 61 99 99 63 57 56 85 62 97 55 42 57 70 94 99 64 63 47 40 68 67 71 53 52 60 97 51 62 45 82 47 70 40 97 59 79 90 58 53 79 77 56 54 46 68 66 59 40 54 88 69 47 46 61 91 78 74 63 82 92 88 79 84 88 92 56 51 51 74 40 89 70 50 84 82 62 61 98 88 88 76 59 79 59 92 93 92 98 41 71 67 94 50 59 44 67 88 60 45 42 78 59 61 60 46 60 88 67 95 48 52 46 80 96 45 94 46 97 75 70 98 87 67 59 61 42 81 76 75 
43 52 82 89 85 63 79 60 68 97 77 81 46 97 51 84 53 48 92 93 78 56 48 76 52 40 56 92 97 90 64 47 58 44 71 42 98 42 42 54 55 84 82 47 69 94 96 56 84 87 61 52 99 45 66 40 59 92 44 73 72 75 75 61 58 57 58 77 52 83 56 98 82 83 42 45 97 96 48 94 88 93 58 54 49 67 47 52 52 94 77 82 50 72 53 79 83 73 46 55 65 54 46 75 64 81 47 99 99 76 56 65 40 77 42 86 64 98 66 63 99 52 84 59 49 48 44 97 53 88 67 97 79 83 75 81 56 69 55 70 85 52 88 41 80 84 90 68 89 41 70 84 56 80 46 60 76 76 46 63 78 47 41 56 85 76 71 80 68 55 59 67 65 84 74 85 78 76 51 74 54 74 78 79 84 93 74 54 82 45 61 57 91 51 55 94 42 75 71 81 
91 74 77 70 76 85 41 85 57 95 95 41 51 78 71 58 52 92 76 77 54 90 97 66 88 53 74 89 69 80 81 48 84 62 66 52 97 68 82 61 58 64 45 51 44 62 41 58 68 79 67 80 99 88 95 95 84 54 92 55 65 55 68 52 54 77 80 60 75 69 75 67 90 71 82 53 61 91 71 62 76 63 54 98 53 61 79 81 42 99 79 93 45 77 94 60 60 71 42 81 57 43 80 90 49 97 90 40 56 50 98 65 96 58 85 52 69 43 79 96 65 48 90 65 96 76 40 76 92 43 87 79 97 90 46 66 75 45 58 53 56 81 79 42 79 45 80 83 95 70 47 68 78 76 88 97 40 54 82 97 48 69 82 97 44 80 63 68 77 70 64 73 55 83 77 83 92 72 87 60 68 57 41 99 71 60 63 99 84 45 97 54 42 90 76 54 65 54 95 51 
92 56 82 92 47 76 43 95 96 52 66 73 78 68 47 93 90 81 85 66 86 66 43 81 89 48 84 44 89 64 84 96 68 84 98 82 42 53 48 97 42 97 87 48 90 88 85 92 85 63 81 74 57 49 81 50 62 98 40 82 74 57 58 44 69 50 60 74 81 68 96 65 42 55 45 70 56 91 94 87 89 49 50 49 43 99 66 91 90 62 71 99 47 60 90 49 98 56 50 56 68 58 66 40 81 52 84 41 73 43 80 62 79 71 87 61 52 95 54 94 77 95 92 94 49 78 47 56 60 54 74 96 95 60 44 50 59 63 63 74 76 43 73 55 60 62 87 72 42 66 66 99 59 89 95 43 59 67 61 80 41 71 51 61 56 46 68 93 76 79 53 46 41 72 49 67 49 50 95 93 85 69 70 69 89 77 60 42 93 55 46 43 78 84 53 71 62 72 61 87 
56 55 62 58 55 78 60 61 81 53 65 48 70 72 83 46 62 59 83 72 70 60 81 59 99 91 87 94 46 52 52 91 51 93 43 83 54 98 85 66 73 76 96 57 74 51 46 94 78 99 79 98 52 82 55 80 52 53 65 77 53 71 86 92 86 94 55 77 69 94 87 61 53 69 63 88 41 48 70 59 50 74 44 84 84 88 72 81 75 78 80 93 86 49 63 41 60 51 40 88 83 43 75 82 58 63 87 42 60 76 82 43 69 92 94 63 46 77 59 79 84 56 53 93 42 53 57 55 95 50 63 75 92 66 65 44 72 40 84 66 98 85 46 57 92 63 94 83 86 54 90 62 79 67 73 83 74 61 40 98 52 76 91 93 46 56 87 49 51 55 57 57 94 50 99 77 65 97 68 45 88 71 83 87 66 94 98 75 68 44 94 44 72 49 73 99 95 81 76 89 
66 62 80 43 63 84 64 64 73 97 51 86 78 68 52 61 64 93 67 84 94 68 52 64 80 90 91 56 77 60 43 94 98 56 64 88 58 89 49 63 79 75 45 52 84 95 80 86 98 56 81 63 73 46 79 89 55 63 59 83 89 97 55 59 64 40 78 43 88 96 58 80 91 89 85 57 87 43 49 53 92 54 92 49 71 98 67 90 86 40 60 56 54 47 73 89 78 75 84 57 90 57 97 97 48 48 43 68 84 89 59 72 60 63 60 51 52 59 72 54 67 75 40 93 43 63 88 75 46 40 77 89 64 68 52 71 94 55 77 84 55 56 52 48 99 60 98 80 75 86 80 84 70 63 42 52 88 77 83 40 51 78 49 79 48 73 96 70 87 48 68 96 94 82 70 95 83 79 71 75 56 57 49 59 61 58 48 67 59 62 51 81 69 54 90 57 74 84 42 48 
93 50 40 88 97 83 71 76 75 93 87 63 99 42 84 44 77 46 66 58 84 44 63 46 88 42 58 86 86 98 93 80 48 86 76 88 92 82 99 46 59 47 71 52 97 53 53 88 72 64 86 59 41 69 68 97 67 84 41 55 73 55 55 44 99 57 70 49 97 93 71 94 53 75 71 98 88 46 53 69 95 87 67 82 73 64 67 46 50 41 46 99 62 52 70 98 57 88 51 72 49 64 65 44 50 52 42 47 75 46 89 52 56 95 61 91 85 76 87 54 68 78 99 99 75 77 83 76 59 74 89 51 86 94 74 84 87 71 98 83 79 60 94 48 63 62 69 51 77 46 63 91 70 89 40 76 89 68 78 48 89 58 82 62 90 61 47 66 86 93 82 92 71 90 58 52 77 40 85 46 80 86 57 98 90 99 44 80 79 92 89 43 74 83 63 81 82 94 91 45 
64 89 47 62 62 83 91 68 79 81 52 41 79 67 99 42 60 78 81 49 80 88 80 53 69 69 69 48 74 70 82 77 80 50 48 87 90 74 83 98 57 43 40 49 85 57 76 58 65 81 96 43 70 75 48 70 58 69 81 67 64 73 67 47 51 64 62 61 87 76 64 45 97 80 46 41 90 80 79 73 81 78 64 93 64 89 62 77 44 57 51 49 75 51 83 90 63 53 51 82 44 45 73 88 70 61 82 63 97 91 75 67 57 45 51 80 79 84 56 80 80 75 79 88 86 51 48 98 64 85 47 84 74 74 63 48 66 41 90 78 91 91 97 74 80 51 74 64 68 71 89 46 63 41 54 65 72 91 77 88 81 52 65 81 56 55 57 74 89 79 86 47 47 96 99 92 68 87 72 93 57 44 52 61 47 75 87 79 76 44 56 56 70 95 45 76 72 68 50 50 
99 48 68 57 77 70 79 42 45 59 67 55 85 63 94 77 95 68 82 61 82 84 61 53 57 63 67 59 51 66 68 68 64 79 92 57 90 84 84 64 67 49 95 44 75 81 65 87 63 98 76 93 53 76 50 56 73 94 63 63 71 43 71 91 82 84 76 66 72 64 56 81 83 70 57 97 74 87 73 91 46 62 47 78 54 97 81 41 68 97 41 43 61 60 97 65 85 50 51 42 75 41 49 98 96 66 97 43 49 95 55 55 98 59 56 83 57 73 70 53 54 59 91 67 96 67 87 84 62 65 96 84 63 80 50 47 47 62 61 71 90 56 68 98 59 80 53 96 81 54 40 68 97 61 72 85 96 68 84 92 45 85 52 85 70 65 71 98 82 83 80 87 55 65 77 58 51 46 42 64 71 68 60 70 60 54 52 74 89 67 43 50 42 41 98 71 89 68 40 80 
54 94 98 97 90 81 67 69 55 86 75 91 43 83 69 72 60 40 80 73 63 49 79 54 66 81 56 94 77 75 96 87 54 92 75 76 47 99 97 47 97 92 66 48 62 76 74 71 90 93 58 68 96 73 62 43 72 98 89 92 54 63 88 69 92 77 73 46 88 84 71 66 40 97 85 60 50 66 47 91 83 45 52 52 79 90 87 63 73 91 86 48 72 83 87 81 84 43 40 47 62 51 56 53 88 63 89 65 76 72 50 87 47 76 40 58 90 42 83 40 83 62 48 91 75 83 42 55 50 49 99 75 66 88 52 63 40 55 89 48 86 57 95 96 45 43 47 42 79 77 44 42 75 47 74 95 64 87 87 60 87 67 50 52 45 55 90 65 83 77 43 72 91 54 52 43 86 49 46 49 83 96 54 78 95 84 62 74 97 73 95 44 93 92 64 48 51 91 78 90 
44 80 92 43 72 70 51 99 47 52 58 78 42 47 78 64 45 79 94 66 97 72 79 57 43 96 46 98 69 53 58 75 91 48 85 74 57 85 67 42 74 71 86 40 68 58 72 89 87 52 46 54 94 72 97 90 50 41 42 59 89 62 75 96 66 77 87 85 72 46 85 60 42 93 71 51 71 53 40 91 65 52 46 86 73 83 50 72 85 77 93 48 61 73 95 64 75 62 91 69 67 73 42 56 97 97 41 80 89 69 63 69 89 53 56 59 41 74 51 55 64 66 77 71 85 42 82 98 43 90 51 77 86 99 45 53 91 57 80 41 46 64 90 93 44 70 76 50 43 81 96 54 52 68 70 73 81 74 51 74 91 71 68 93 47 78 84 42 95 87 66 40 63 81 57 48 95 61 55 71 77 75 71 64 56 85 94 52 98 66 66 86 80 73 76 67 68 92 99 52 
63 50 56 83 64 94 96 52 75 73 77 98 48 81 87 96 92 66 99 44 74 99 76 64 99 58 52 95 66 62 98 86 47 73 75 80 58 74 89 77 40 41 45 89 65 86 81 43 77 57 44 92 45 58 42 42 48 40 67 77 70 86 96 45 73 80 58 47 87 54 48 74 94 48 71 54 62 67 51 88 79 75 81 72 65 59 73 83 69 52 47 55 58 61 73 41 43 41 54 51 70 80 75 99 42 83 71 80 98 96 55 59 90 48 54 83 73 44 42 89 61 51 56 74 97 90 93 96 85 43 44 50 95 86 89 53 73 87 44 83 73 86 99 83 72 68 73 45 84 98 89 55 92 42 62 98 43 83 56 75 52 75 63 88 42 43 53 97 83 68 52 77 92 95 88 88 72 70 51 82 73 41 50 53 72 40 69 40 40 85 54 90 81 63 61 88 88 84 91 55 
60 43 85 76 77 88 89 92 86 86 51 54 80 55 91 92 69 64 49 54 55 62 51 61 62 44 78 59 43 64 55 55 72 46 69 65 62 54 55 97 69 51 64 66 48 48 94 83 70 76 58 46 65 79 56 95 91 62 43 60 66 87 91 65 55 88 86 77 52 73 82 87 46 91 48 96 56 43 91 98 89 49 71 95 65 43 40 63 48 65 92 99 47 43 67 80 65 95 92 84 81 78 41 68 78 63 74 69 41 93 94 42 65 52 73 84 43 45 95 80 44 63 97 61 52 71 70 92 44 48 57 88 74 81 92 71 43 40 78 91 44 99 78 70 91 93 57 52 90 66 51 83 89 47 53 44 53 68 55 86 80 50 79 79 92 99 53 53 88 98 74 96 85 57 45 63 95 70 58 96 58 77 47 45 95 91 49 50 95 82 60 74 69 50 84 56 77 76 54 44 
74 71 40 89 92 98 42 59 72 78 78 42 66 96 91 78 64 80 87 94 79 55 96 82 84 58 43 67 59 84 93 47 97 80 99 70 91 90 48 81 62 78 97 61 85 76 73 74 87 82 80 77 77 89 77 68 73 75 93 66 87 56 70 53 44 75 41 55 95 90 74 80 42 50 40 70 59 68 56 66 85 78 74 85 69 40 91 85 55 94 58 69 89 68 96 93 49 45 57 60 67 69 61 65 71 65 86 95 57 69 72 91 70 86 78 84 81 90 52 63 71 90 90 58 74 62 90 64 95 99 73 47 78 47 90 61 60 43 98 85 57 45 70 47 65 90 41 50 76 62 98 88 58 87 98 74 42 76 79 62 77 91 40 65 97 91 82 41 91 86 41 78 88 76 96 74 44 95 54 99 47 82 45 62 96 75 64 56 79 52 59 41 74 46 95 70 67 43 45 71 
58 59 97 72 65 42 54 65 81 96 55 60 41 77 60 42 64 70 91 89 50 89 57 97 65 75 73 81 76 94 97 91 75 70 58 70 82 67 86 96 91 89 55 65 66 86 77 59 58 81 78 76 96 42 69 99 53 46 68 59 88 68 77 77 66 77 43 93 44 72 69 52 74 95 89 98 63 44 92 45 75 93 67 93 97 42 49 40 86 57 97 57 59 49 79 99 84 90 46 67 82 48 81 82 77 57 68 53 98 62 61 73 94 53 96 40 42 42 53 89 64 59 92 45 86 46 84 65 53 87 59 71 60 83 88 82 53 99 62 67 86 78 97 52 86 82 84 67 64 52 72 75 78 52 90 51 75 66 89 41 56 48 57 69 66 98 70 74 58 62 58 48 72 77 42 85 92 92 89 88 47 98 76 81 87 42 74 75 89 46 81 69 56 41 47 62 63 68 53 55 
50 95 55 79 68 70 50 64 99 62 71 55 71 63 58 73 41 83 73 72 83 65 86 60 66 52 44 68 93 95 69 91 90 58 59 69 48 90 67 92 68 53 45 85 42 86 87 66 52 88 80 48 59 97 65 79 86 66 55 86 90 50 87 49 59 79 68 61 44 48 50 82 82 93 86 83 61 89 97 75 94 69 54 46 77 98 52 42 56 48 95 53 69 48 60 99 43 47 84 60 66 40 95 53 49 90 85 76 50 64 98 54 57 67 91 56 71 84 64 66 40 99 68 74 69 94 55 96 95 77 41 77 47 89 81 86 49 98 60 73 98 99 53 93 54 65 53 74 83 75 59 40 60 99 45 57 99 63 74 84 75 60 60 88 92 45 65 80 77 43 40 60 76 56 40 43 62 95 89 41 71 55 81 61 64 80 92 44 96 73 48 51 73 92 77 85 56 56 76 57 
94 50 41 44 76 56 93 55 42 58 84 95 71 86 42 82 54 64 60 48 47 85 70 78 89 71 84 63 84 90 72 83 52 84 84 55 70 73 73 97 80 82 61 59 88 40 40 73 46 98 80 52 43 92 55 68 88 90 40 96 68 67 48 72 44 98 93 83 43 89 68 68 47 46 93 90 59 72 44 55 48 45 77 55 60 78 87 81 91 73 86 43 68 55 93 54 49 94 62 71 67 79 79 64 55 63 99 52 66 81 78 93 47 92 42 75 95 97 44 99 83 47 96 76 91 76 41 79 98 82 88 44 78 50 60 87 42 76 74 80 99 88 71 68 69 52 95 47 66 93 52 72 86 52 63 83 46 77 49 92 44 86 99 80 73 81 79 53 74 70 48 79 70 91 62 96 46 61 72 78 73 74 94 47 70 71 94 51 51 81 85 54 71 82 57 58 91 49 40 60 
61 95 80 62 87 65 99 78 87 72 80 41 41 99 52 73 41 82 44 71 77 89 51 59 44 87 73 66 83 74 83 67 42 63 42 66 53 86 59 41 82 82 59 77 59 79 74 67 84 78 44 55 41 51 48 80 96 63 88 77 69 98 86 45 64 48 71 55 44 80 83 93 94 94 92 57 66 67 70 83 61 51 65 99 84 60 61 48 89 61 47 74 54 87 43 89 84 72 93 50 85 60 88 76 42 89 49 44 75 93 43 77 57 44 60 66 54 47 67 85 68 48 69 72 68 84 59 67 81 65 62 94 40 69 86 53 49 41 71 60 44 97 85 59 97 91 45 75 98 78 64 63 84 69 75 64 77 75 93 57 74 53 47 81 83 68 96 89 42 74 95 70 78 60 70 48 89 72 41 40 49 97 76 41 93 61 83 41 95 57 53 92 90 47 65 97 90 85 53 45 
48 60 48 70 63 61 42 59 41 44 96 50 76 71 59 73 51 57 79 72 96 70 94 91 62 53 93 80 91 91 88 51 90 94 67 41 55 71 79 76 64 78 83 99 55 46 85 76 85 45 50 44 88 87 96 65 94 51 98 74 64 50 61 50 85 79 49 47 83 85 69 88 42 88 54 57 60 97 59 85 59 51 82 74 86 88 83 59 95 80 47 40 40 84 89 74 92 49 41 76 75 43 84 85 52 60 98 75 70 84 87 55 62 85 71 49 69 55 98 43 66 91 56 46 88 77 94 68 56 71 80 45 73 86 76 95 72 52 47 47 94 74 69 83 92 57 42 45 40 44 68 72 58 53 56 84 58 60 40 98 78 88 55 72 70 71 93 95 69 56 91 54 44 82 71 82 85 65 99 87 86 71 99 79 75 93 42 94 60 94 84 80 69 88 82 82 90 80 60 99 
